Bill Number,Process Tag,Date,Day of Legislature,Bill Title,Description,Notecard,Topics,Read,Bill Sponsor,Office
SB 239,Floor Vote 1.1,2025-02-12,23,Inland Port Authority Amendments,"Expands the Utah airport authority to fund projects including private develops to use tax money, loosens transparency and environmental protections and it restructures the board to limit legal challenges. Increases corporate subsidies, weakens oversight and threatens the Great Salt Lake Wetlands",Wetlands to Warehouses,"Taxes, Environment",Negative,Jerry W. Stevenson,State Senate
SB 239,Floor Vote 1.2,2025-02-18,29,Inland Port Authority Amendments,"Expands the Utah airport authority to fund projects including private develops to use tax money, loosens transparency and environmental protections and it restructures the board to limit legal challenges. Increases corporate subsidies, weakens oversight and threatens the Great Salt Lake Wetlands",Wetlands to Warehouses,"Taxes, Environment",Negative,Jerry W. Stevenson,State Senate
SB 239,Rules 2,2025-02-19,30,Inland Port Authority Amendments,"Expands the Utah airport authority to fund projects including private develops to use tax money, loosens transparency and environmental protections and it restructures the board to limit legal challenges. Increases corporate subsidies, weakens oversight and threatens the Great Salt Lake Wetlands",Wetlands to Warehouses,"Taxes, Environment",Negative,Jerry W. Stevenson,State Senate
SB 239,Committee 2,2025-02-20,31,Inland Port Authority Amendments,"Expands the Utah airport authority to fund projects including private develops to use tax money, loosens transparency and environmental protections and it restructures the board to limit legal challenges. Increases corporate subsidies, weakens oversight and threatens the Great Salt Lake Wetlands",Wetlands to Warehouses,"Taxes, Environment",Negative,Jerry W. Stevenson,State Senate
SB 239,Rules 1,,0,Inland Port Authority Amendments,"Expands the Utah airport authority to fund projects including private develops to use tax money, loosens transparency and environmental protections and it restructures the board to limit legal challenges. Increases corporate subsidies, weakens oversight and threatens the Great Salt Lake Wetlands",Wetlands to Warehouses,"Taxes, Environment",Negative,Jerry W. Stevenson,State Senate
SB 239,Committee 1,,0,Inland Port Authority Amendments,"Expands the Utah airport authority to fund projects including private develops to use tax money, loosens transparency and environmental protections and it restructures the board to limit legal challenges. Increases corporate subsidies, weakens oversight and threatens the Great Salt Lake Wetlands",Wetlands to Warehouses,"Taxes, Environment",Negative,Jerry W. Stevenson,State Senate
SB 239,Floor Vote 1.3,,0,Inland Port Authority Amendments,"Expands the Utah airport authority to fund projects including private develops to use tax money, loosens transparency and environmental protections and it restructures the board to limit legal challenges. Increases corporate subsidies, weakens oversight and threatens the Great Salt Lake Wetlands",Wetlands to Warehouses,"Taxes, Environment",Negative,Jerry W. Stevenson,State Senate
SB 244,Rules 1,2025-02-11,22,Modifications to Income Tax,Would create a higher income tax rate for utahans that make over a million dollars,Millionaire Tax Adjustment,Taxes,Positive,Nate Blouin,State Senate
SB 244,Graveyard,2025-02-12,23,Modifications to Income Tax,Would create a higher income tax rate for utahans that make over a million dollars,Millionaire Tax Adjustment,Taxes,Positive,Nate Blouin,State Senate
SB 257,Rules 1,2025-02-11,22,Medicaid Accounts Amendments,Manufactures a medicaid crisis by forcing cuts instead of funding solutions. It automatically triggers cuts to medicaid if the state declares a 'funding shortfall',"Sorry, Being Poor is a Pre-existing Condition","Public Health, Medicaid",Negative,Brady Brammer,State Senate
SB 257,Committee 1,2025-02-13,24,Medicaid Accounts Amendments,Manufactures a medicaid crisis by forcing cuts instead of funding solutions. It automatically triggers cuts to medicaid if the state declares a 'funding shortfall',"Sorry, Being Poor is a Pre-existing Condition","Public Health, Medicaid",Negative,Brady Brammer,State Senate
SB 277,Rules 1,2025-02-14,25,Government Records Management Amendments,Replaces state records committee with Governor appointed position and removes balancing test from utah public records low,404: GRAMA File Not Found,Government,Negative,Michael K. McKell,State Senate
SB 277,Floor Vote 1.1,2025-02-18,29,Government Records Management Amendments,Replaces state records committee with Governor appointed position and removes balancing test from utah public records low,404: GRAMA File Not Found,Government,Negative,Michael K. McKell,State Senate
SB 296,Rules 1,2025-02-19,30,Judicial Amendments,Change it so instead of the justices deciding who the supreme court chief justice is and the court of appeals cheif justice the governor will choose and be approved by a senate committee,We'll Be the Judge of That,"Government, Judicial",Negative,Chris H. Wilson,State Senate
SB 296,Committee 1,2025-02-20,31,Judicial Amendments,Change it so instead of the justices deciding who the supreme court chief justice is and the court of appeals cheif justice the governor will choose and be approved by a senate committee,We'll Be the Judge of That,"Government, Judicial",Negative,Chris H. Wilson,State Senate
SB 305,Rules 1,2025-02-17,28,Water Wise Landscaping Amendments,requires state facilities to have water wise landscaping,Water-wise,Environment,Positive,Keven J. Stratton,State Senate
SB 305,Committee 1,2025-02-21,32,Water Wise Landscaping Amendments,requires state facilities to have water wise landscaping,Water-wise,Environment,Positive,Keven J. Stratton,State Senate
SB 320,Rules 1,2025-02-21,32,Physician Practice Amendments,Gut the ability for hospitals and employers to enforce the standard of care requirement for doctors,Hippocratic Hypocrisy,"DEI, Public Health",Negative,Evan J. Vickers,State Senate
SB 321,Rules 1,2025-02-21,32,Public Education Funding Amendments,Removes the protection that school districts had if there were any changes in local property taxes,Reverse Robin Hood School Fund Shuffle,"Taxes, Education",Negative,Lincoln Fillmore,State Senate
SB 37,Rules 2,2025-02-07,18,Education Funding Diversion,"Redirects education property tax funding into the general stat fund, bypassing voters' rejection of Amendment A","Just Trust Us, We'll Fund the Schools",Education,Negative,Lincoln Fillmore,State Senate
SB 37,Committee 2,2025-02-10,21,Education Funding Diversion,"Redirects education property tax funding into the general stat fund, bypassing voters' rejection of Amendment A","Just Trust Us, We'll Fund the Schools",Education,Negative,Lincoln Fillmore,State Senate
SB 37,Floor Vote 2.1,2025-02-13,24,Education Funding Diversion,"Redirects education property tax funding into the general stat fund, bypassing voters' rejection of Amendment A","Just Trust Us, We'll Fund the Schools",Education,Negative,Lincoln Fillmore,State Senate
SB 37,,2025-02-19,30,Education Funding Diversion,"Redirects education property tax funding into the general stat fund, bypassing voters' rejection of Amendment A","Just Trust Us, We'll Fund the Schools",Education,Negative,Lincoln Fillmore,State Senate
SB 37,Governor,2025-02-20,31,Education Funding Diversion,"Redirects education property tax funding into the general stat fund, bypassing voters' rejection of Amendment A","Just Trust Us, We'll Fund the Schools",Education,Negative,Lincoln Fillmore,State Senate
SB 37,Rules 1,,0,Education Funding Diversion,"Redirects education property tax funding into the general stat fund, bypassing voters' rejection of Amendment A","Just Trust Us, We'll Fund the Schools",Education,Negative,Lincoln Fillmore,State Senate
SB 37,Committee 1,,0,Education Funding Diversion,"Redirects education property tax funding into the general stat fund, bypassing voters' rejection of Amendment A","Just Trust Us, We'll Fund the Schools",Education,Negative,Lincoln Fillmore,State Senate
SB 37,Floor Vote 1.1,,0,Education Funding Diversion,"Redirects education property tax funding into the general stat fund, bypassing voters' rejection of Amendment A","Just Trust Us, We'll Fund the Schools",Education,Negative,Lincoln Fillmore,State Senate
SB 37,Floor Vote 1.2,,0,Education Funding Diversion,"Redirects education property tax funding into the general stat fund, bypassing voters' rejection of Amendment A","Just Trust Us, We'll Fund the Schools",Education,Negative,Lincoln Fillmore,State Senate
SB 37,Floor Vote 1.3,,0,Education Funding Diversion,"Redirects education property tax funding into the general stat fund, bypassing voters' rejection of Amendment A","Just Trust Us, We'll Fund the Schools",Education,Negative,Lincoln Fillmore,State Senate
SB 37,Floor Vote 2.2,,0,Education Funding Diversion,"Redirects education property tax funding into the general stat fund, bypassing voters' rejection of Amendment A","Just Trust Us, We'll Fund the Schools",Education,Negative,Lincoln Fillmore,State Senate
SB 37,Floor Vote 2.3,,0,Education Funding Diversion,"Redirects education property tax funding into the general stat fund, bypassing voters' rejection of Amendment A","Just Trust Us, We'll Fund the Schools",Education,Negative,Lincoln Fillmore,State Senate
SB 73,Committee 2,2025-01-30,10,Statewide Initiatives Amendments,"Adds more hurdles to the citizen initiative process, making it harder to get issues like Medicaid expansion or independent redistricting on the ballot by requiring initiatives to identify a funding source as part of the application process",Good Luck Getting That On The Ballot,Election,Negative,Lincoln Fillmore,State Senate
SB 73,Rules 1,,0,Statewide Initiatives Amendments,"Adds more hurdles to the citizen initiative process, making it harder to get issues like Medicaid expansion or independent redistricting on the ballot by requiring initiatives to identify a funding source as part of the application process",Good Luck Getting That On The Ballot,Election,Negative,Lincoln Fillmore,State Senate
SB 73,Committee 1,,0,Statewide Initiatives Amendments,"Adds more hurdles to the citizen initiative process, making it harder to get issues like Medicaid expansion or independent redistricting on the ballot by requiring initiatives to identify a funding source as part of the application process",Good Luck Getting That On The Ballot,Election,Negative,Lincoln Fillmore,State Senate
SB 73,Floor Vote 1.1,,0,Statewide Initiatives Amendments,"Adds more hurdles to the citizen initiative process, making it harder to get issues like Medicaid expansion or independent redistricting on the ballot by requiring initiatives to identify a funding source as part of the application process",Good Luck Getting That On The Ballot,Election,Negative,Lincoln Fillmore,State Senate
SB 73,Floor Vote 1.2,,0,Statewide Initiatives Amendments,"Adds more hurdles to the citizen initiative process, making it harder to get issues like Medicaid expansion or independent redistricting on the ballot by requiring initiatives to identify a funding source as part of the application process",Good Luck Getting That On The Ballot,Election,Negative,Lincoln Fillmore,State Senate
SB 73,Floor Vote 1.3,,0,Statewide Initiatives Amendments,"Adds more hurdles to the citizen initiative process, making it harder to get issues like Medicaid expansion or independent redistricting on the ballot by requiring initiatives to identify a funding source as part of the application process",Good Luck Getting That On The Ballot,Election,Negative,Lincoln Fillmore,State Senate
SB 73,Rules 2,,0,Statewide Initiatives Amendments,"Adds more hurdles to the citizen initiative process, making it harder to get issues like Medicaid expansion or independent redistricting on the ballot by requiring initiatives to identify a funding source as part of the application process",Good Luck Getting That On The Ballot,Election,Negative,Lincoln Fillmore,State Senate
SJR 2,Rules 1,2025-01-14,0,Constitutional Amendment on Initiatives,"Raises the voter approval threshold for initiative that raise taxes to 60%, ensuring progressive policies like education funding never pass",Good Luck Getting That Passed,Election,Negative,Lincoln Fillmore,State Senate
SJR 2,Committee 1,2025-01-29,9,Constitutional Amendment on Initiatives,"Raises the voter approval threshold for initiative that raise taxes to 60%, ensuring progressive policies like education funding never pass",Good Luck Getting That Passed,Election,Negative,Lincoln Fillmore,State Senate
SJR 2,Floor Vote 1.1,2025-01-30,10,Constitutional Amendment on Initiatives,"Raises the voter approval threshold for initiative that raise taxes to 60%, ensuring progressive policies like education funding never pass",Good Luck Getting That Passed,Election,Negative,Lincoln Fillmore,State Senate
SJR 2,Rules 2,2025-02-05,16,Constitutional Amendment on Initiatives,"Raises the voter approval threshold for initiative that raise taxes to 60%, ensuring progressive policies like education funding never pass",Good Luck Getting That Passed,Election,Negative,Lincoln Fillmore,State Senate
SJR 2,Committee 2,2025-02-14,25,Constitutional Amendment on Initiatives,"Raises the voter approval threshold for initiative that raise taxes to 60%, ensuring progressive policies like education funding never pass",Good Luck Getting That Passed,Election,Negative,Lincoln Fillmore,State Senate
SJR 2,Floor Vote 1.2,,0,Constitutional Amendment on Initiatives,"Raises the voter approval threshold for initiative that raise taxes to 60%, ensuring progressive policies like education funding never pass",Good Luck Getting That Passed,Election,Negative,Lincoln Fillmore,State Senate
SJR 2,Floor Vote 1.3,,0,Constitutional Amendment on Initiatives,"Raises the voter approval threshold for initiative that raise taxes to 60%, ensuring progressive policies like education funding never pass",Good Luck Getting That Passed,Election,Negative,Lincoln Fillmore,State Senate
SJR 4,Rules 1,2025-02-14,25,Joint Resolution Amending Court Rules on Attorney Confidentiality,"Legislative auditors could compel any organization, business or individual to turn over information to the legislature that would normally be protected by attorney-client privledge. Works in conjunction with SB 154",Attorney-Client Privledge? Never Heard of it (1/2),"Government, Personal RIghts",Negative,Brady Brammer,State Senate
SJR 4,Committee 1,2025-02-20,31,Joint Resolution Amending Court Rules on Attorney Confidentiality,"Legislative auditors could compel any organization, business or individual to turn over information to the legislature that would normally be protected by attorney-client privledge. Works in conjunction with SB 154",Attorney-Client Privledge? Never Heard of it (1/2),"Government, Personal RIghts",Negative,Brady Brammer,State Senate
SJR 9,Rules 1,2025-02-14,25,Joint Resolution Amending Rules of Civil Procedure on Injunctions,If the legislature passes a bill that is unconstitutional sets a strict deadline for filing an injunction,"You Snooze, You Lose (Your Rights)","Government, Judicial",Negative,Brady Brammer,State Senate
SJR 9,Committee 1,2025-02-18,29,Joint Resolution Amending Rules of Civil Procedure on Injunctions,If the legislature passes a bill that is unconstitutional sets a strict deadline for filing an injunction,"You Snooze, You Lose (Your Rights)","Government, Judicial",Negative,Brady Brammer,State Senate
SJR 9,Floor Vote 1.1,2025-02-19,30,Joint Resolution Amending Rules of Civil Procedure on Injunctions,If the legislature passes a bill that is unconstitutional sets a strict deadline for filing an injunction,"You Snooze, You Lose (Your Rights)","Government, Judicial",Negative,Brady Brammer,State Senate
SJR 9,Floor Vote 1.2,2025-02-20,31,Joint Resolution Amending Rules of Civil Procedure on Injunctions,If the legislature passes a bill that is unconstitutional sets a strict deadline for filing an injunction,"You Snooze, You Lose (Your Rights)","Government, Judicial",Negative,Brady Brammer,State Senate
